Exercise,Age,Gender,BMI
Qi Gong,58,Female,26.66356801
Pilates,29,Female,29.7394192
Low-Intensity Dance Class,43,Female,21.60965728
Water Aerobics,31,Female,26.13378604
Low-Intensity Dance Class,60,Female,20.98297147
Meditation and Deep Breathing,33,Male,33.34399917
Light Calisthenics,19,Male,25.15052933
Gardening,37,Male,25.4416718
Gardening,45,Female,28.26547587
Golf (Walking),52,Female,25.21339295
Meditation and Deep Breathing,35,Male,22.91340599
Meditation and Deep Breathing,31,Female,25.26261862
Golf (Walking),55,Female,20.33263631
Pilates,36,Male,30.40374846
Qi Gong,28,Male,34.1486201
Meditation and Deep Breathing,49,Male,24.21826022
Meditation and Deep Breathing,43,Female,29.22330404
Stretching Routine,36,Female,32.29936382
Stretching Routine,50,Female,28.41069015
Pilates,57,Male,32.84106855
Gardening,38,Male,22.55630243
Light Calisthenics,20,Female,20.51465467
Kayaking,52,Male,26.46953976
Pilates,42,Male,19.70949915
Golf (Walking),59,Female,27.60448701
Low-Intensity Dance Class,51,Male,23.5067176
Stretching Routine,55,Female,22.14582523
Meditation and Deep Breathing,59,Male,23.5799928
Golf (Walking),42,Female,29.28226986
Light Calisthenics,49,Female,31.13679557
Gardening,58,Male,33.54659219
Water Aerobics,51,Female,34.8858503
Light Calisthenics,31,Female,21.11485487
Light Calisthenics,40,Female,21.63960357
Water Aerobics,26,Female,24.01588616
Light Calisthenics,45,Male,27.3003355
Water Aerobics,31,Male,19.34716385
Light Calisthenics,38,Male,24.45760413
Gardening,52,Male,28.05949078
Meditation and Deep Breathing,45,Female,30.60513837
Qi Gong,58,Female,28.76537936
Water Aerobics,29,Male,32.37784494
Stretching Routine,36,Male,26.9909593
Stretching Routine,54,Female,27.40066933
Light Calisthenics,49,Female,30.39116025
Stretching Routine,54,Female,31.13284757
Kayaking,18,Female,28.90260652
Low-Intensity Dance Class,42,Male,21.93152845
Qi Gong,21,Male,32.23903165
Kayaking,45,Female,23.28939013
Stretching Routine,52,Female,27.51532357
Low-Intensity Dance Class,29,Male,25.9282997
Pilates,44,Female,22.52546804
Meditation and Deep Breathing,59,Female,22.92916622
Kayaking,31,Female,20.93011368
Qi Gong,43,Male,26.50541082
Pilates,18,Female,21.52954395
Water Aerobics,57,Male,30.08493001
Water Aerobics,54,Female,32.33261088
Water Aerobics,34,Male,21.47619185
Golf (Walking),42,Female,31.70771838
Meditation and Deep Breathing,27,Male,26.50806973
Golf (Walking),23,Male,27.74993528
Pilates,38,Female,20.88577395
Stretching Routine,19,Male,34.28659071
Water Aerobics,23,Male,31.77610936
Water Aerobics,21,Male,31.48452364
Pilates,54,Female,34.78674649
Pilates,25,Female,21.01073658
Meditation and Deep Breathing,29,Male,28.16193712
Stretching Routine,20,Female,26.26237417
Golf (Walking),29,Male,29.16622848
Light Calisthenics,18,Female,19.88498534
Golf (Walking),47,Female,22.51561038
Pilates,21,Female,32.65031286
Kayaking,49,Male,18.72348449
Light Calisthenics,56,Male,23.62317842
Golf (Walking),40,Female,20.86059225
Stretching Routine,35,Male,22.94788864
Kayaking,27,Male,19.23727619
Gardening,29,Male,28.42374148
Gardening,41,Female,31.90442461
Low-Intensity Dance Class,49,Female,32.74504671
Water Aerobics,48,Female,24.67548889
Water Aerobics,32,Male,24.18657112
Pilates,27,Female,22.89642277
Meditation and Deep Breathing,38,Female,25.92536132
Meditation and Deep Breathing,28,Female,33.81010289
Qi Gong,18,Female,31.83086886
Gardening,39,Female,27.57410899
Light Calisthenics,30,Female,20.54036481
Pilates,32,Male,21.46971785
Gardening,26,Male,30.11669586
Meditation and Deep Breathing,41,Male,18.99565507
Low-Intensity Dance Class,31,Female,23.16522298
Low-Intensity Dance Class,32,Female,33.51897763
Qi Gong,57,Female,26.02882516
Stretching Routine,42,Male,23.96049695
Stretching Routine,29,Male,24.44890942
Gardening,59,Female,20.74547994
Qi Gong,20,Female,18.85195941
Gardening,52,Female,27.73923669
Light Calisthenics,42,Male,32.24064592
Golf (Walking),34,Female,23.26817132
Pilates,37,Female,32.35210144
Pilates,52,Female,33.92243212
Stretching Routine,19,Female,23.94167277
Pilates,28,Female,30.01478244
Pilates,39,Female,25.79325781
Qi Gong,43,Male,30.36971075
Water Aerobics,50,Female,29.64953827
Golf (Walking),52,Male,22.24872931
Water Aerobics,25,Male,27.62965864
Kayaking,50,Male,28.18930658
Water Aerobics,41,Female,26.05774532
Gardening,26,Male,31.81628555
Meditation and Deep Breathing,44,Female,32.35121003
Qi Gong,30,Female,33.25737327
Gardening,36,Male,27.08531709
Meditation and Deep Breathing,27,Male,22.73935747
Light Calisthenics,54,Male,18.78010909
Water Aerobics,36,Female,29.23592198
Gardening,29,Female,25.11545099
Low-Intensity Dance Class,53,Female,27.2280557
Gardening,60,Male,22.8794177
Gardening,48,Male,21.34186083
Kayaking,24,Female,25.07043367
Pilates,28,Female,22.90223835
Pilates,45,Male,29.52064656
Pilates,41,Female,32.46705381
Gardening,36,Male,26.19131204
Gardening,19,Female,26.30130077
Meditation and Deep Breathing,29,Female,30.98425207
Qi Gong,44,Male,30.94541637
Light Calisthenics,60,Male,28.82481582
Stretching Routine,50,Male,21.3746838
Stretching Routine,34,Male,20.82257152
Golf (Walking),44,Male,21.00505765
Low-Intensity Dance Class,52,Male,21.66246753
Kayaking,58,Male,22.9389536
Light Calisthenics,58,Female,28.23768408
Gardening,43,Female,19.42964164
Meditation and Deep Breathing,50,Female,32.83065577
Stretching Routine,23,Female,25.72844599
Golf (Walking),26,Male,26.83234894
Meditation and Deep Breathing,31,Female,30.69725012
Stretching Routine,33,Male,32.13634225
Meditation and Deep Breathing,23,Female,24.28432201
Golf (Walking),57,Male,19.19101288
Golf (Walking),30,Male,28.39337831
Water Aerobics,24,Male,26.40273093
Stretching Routine,31,Female,28.3560019
Water Aerobics,20,Male,21.78242243
Golf (Walking),50,Male,24.71709526
Qi Gong,43,Female,34.43507427
Stretching Routine,25,Female,31.48485541
Water Aerobics,23,Female,24.03272665
Water Aerobics,55,Male,25.52859343
Light Calisthenics,35,Female,18.8542528
Light Calisthenics,51,Female,24.16381933
Pilates,42,Female,32.1324952
Water Aerobics,27,Female,32.60404303
Gardening,55,Female,27.81334811
Low-Intensity Dance Class,47,Female,19.2348604
Stretching Routine,31,Male,31.85814656
Light Calisthenics,60,Female,18.8709192
Stretching Routine,57,Male,32.13430925
Kayaking,59,Male,29.34930948
Meditation and Deep Breathing,23,Female,23.82954536
Water Aerobics,59,Male,20.11060269
Stretching Routine,27,Male,27.22334539
Light Calisthenics,54,Male,25.21584665
Light Calisthenics,49,Female,28.6613848
Golf (Walking),41,Male,25.90680212
Stretching Routine,23,Female,26.05532757
Meditation and Deep Breathing,53,Female,21.34932158
Stretching Routine,34,Female,18.7311102
Stretching Routine,42,Female,24.57194445
Stretching Routine,52,Female,29.2672848
Pilates,33,Female,23.00305628
Meditation and Deep Breathing,23,Male,27.75123401
Qi Gong,58,Female,28.02415814
Water Aerobics,58,Female,29.61126752
Golf (Walking),41,Female,28.31834158
Pilates,49,Female,32.38979639
Kayaking,59,Male,21.59525586
Stretching Routine,35,Male,20.80686272
Pilates,59,Male,32.23961591
Low-Intensity Dance Class,34,Female,25.65887687
Gardening,54,Male,34.78842208
Pilates,29,Female,32.61217712
Light Calisthenics,24,Female,32.33881442
Kayaking,53,Female,30.8333255
Gardening,38,Male,31.7444215
Meditation and Deep Breathing,52,Female,20.81175211
Qi Gong,38,Female,24.65109472
Gardening,41,Female,27.30976241
Golf (Walking),45,Female,30.16758356
Meditation and Deep Breathing,35,Female,27.73976442
Light Calisthenics,59,Male,25.7151265
Water Aerobics,56,Male,31.92672828
Low-Intensity Dance Class,55,Female,33.37051592
Kayaking,42,Female,26.78810791
Water Aerobics,37,Female,28.64961923
Kayaking,20,Female,20.58464704
Pilates,45,Male,21.7684299
Stretching Routine,44,Male,25.21969288
Qi Gong,31,Female,27.90010333
Golf (Walking),53,Female,26.71838145
Stretching Routine,36,Male,33.38330541
Meditation and Deep Breathing,20,Female,32.44776394
Light Calisthenics,21,Female,26.60247496
Light Calisthenics,57,Male,31.43534822
Water Aerobics,58,Female,19.77461391
Pilates,35,Male,29.58133002
